"Johnny ""Guitar"" Watson",2263.155774793546
Otis Spann,2257.5468853967327
The O'Jays,2243.3761480910043
Aerosmith,2223.9395557862927
Cecil Taylor,2221.412006360363
Leonard Cohen,2219.048642912196
Pharoah Sanders,2200.1745063548537
Merle Travis,2193.8549638984077
Humble Pie,2190.414600864196
Cheap Trick,2188.855139984361
Pere Ubu,2183.187160983885
The Cadillacs,2142.8607609230717
Parliament,2135.732743355129
Albert Collins,2129.324953685348
The Dave Clark Five,2120.2644400443432
Sonic Youth,2118.1029543148247
James Cleveland,2098.2067477237906
Junior Parker,2089.387379020001
Sham 69,2087.970010647632
The 13th Floor Elevators,2083.8457023247533
Paul Simon,2072.2982738502715
Terry Riley,2065.781013726487
Johnny Jenkins,2061.8011789483735
The Weirdos,2061.4878615742687
Gang of Four,2020.9903663086704
X,2016.943774822558
Johnny Ace,2009.46282122976
Webb Pierce,1986.3800311723212
Bad Brains,1976.6846735742565
Little Jimmy Scott,1924.3043825406821
Sister Rosetta Tharpe,1922.0663485501632
The Monks,1915.8201653575857
Soft Machine,1905.5752190725782
Vince Gill,1884.5412822154974
Traffic,1872.3533357222257
Veruca Salt,1870.0801248768894
Brinsley Schwarz,1869.0330160786255
Grand Funk Railroad,1848.9209026643623
Charles Aznavour,1845.9698518864516
The Chantels,1845.9406942767803
LaVern Baker,1832.1624195662841
Wishbone Ash,1828.1548185154631
Cliff Richard,1823.0200958951793
The Dells,1820.7824490968205
The Jam,1816.42804207644
The Lovin' Spoonful,1808.9833279990146
Minor Threat,1804.6482012592173
Metallica,1803.769504995931
The Adverts,1792.341552172994
Bathory,1757.2096599436463
Dinah Washington,1756.6100533005852
Booker T. Jones,1751.3293852002673
Iron Maiden,1750.5819935375735
Grateful Dead,1747.1034893005212
Fela Kuti,1745.937597778676
Sarah Vaughan,1741.9406502627671
Kitty Wells,1740.967817754149
Patsy Cline,1737.9221751941252
The Four Freshmen,1734.6272407859337
Erskine Hawkins,1733.4668511039256
Hank Thompson,1713.7835259112146
Eddy Arnold,1699.950235052532
Johnny Horton,1690.9954685548169
Earl Hooker,1663.6236195384924
Charlie Louvin,1662.3292604469202
The Crystals,1657.987936259767
John Lennon,1645.859165481105
Van der Graaf Generator,1633.569501749112
Be Bop Deluxe,1632.462785941876
The Flamingos,1631.7256400815436
Manfred Mann,1611.3215013352506
Moondog,1611.1230701440402
Anthony Newley,1608.5062355434252
Stiff Little Fingers,1602.6121451899776
Siouxsie and the Banshees,1585.7078462737193
Jimmy Rogers,1584.2094680401526
Lonnie Mack,1575.202542162973
Mission of Burma,1541.2419997444006
Michael Jackson,1528.1211597274446
The Amboy Dukes,1525.0844829942641
The Archies,1523.6293606112151
Roy Rogers,1515.5036243869345
Brook Benton,1515.5012606591758
John Cale,1511.899747141327
Procol Harum,1510.093553373492
Bee Gees,1487.6634976260784
Raymond Scott,1486.2719938389498
The Deviants,1478.9993903739285
Tim Hardin,1475.2021965847875
Killing Joke,1465.329699837588
Laura Nyro,1463.9576239092494
Ike & Tina Turner,1462.1486792214957
The Jordanaires,1458.1194359838369
Crazy Horse,1456.6469653523343
Alejandro Sanz,1427.064959027083
Jack Kerouac,1424.8961242491232
Badfinger,1415.7688539001188
Gladys Knight,1407.372815128951
Creedence Clearwater Revival,1402.1794588985701
Richard Hell,1396.9966068033907
Joe Strummer,1396.267670151907
Neil Sedaka,1394.9918957333987
The Meters,1381.6304767248923
Dick Dale,1379.8642457831438
The Monotones,1375.9516237065957
Pretenders,1359.7604276886761
Elvis Costello,1359.5220336713792
The Allman Brothers Band,1344.7453689949632
Son House,1341.0894245275629
Lena Horne,1341.0894245275629
John Renbourn,1337.8070738649094
Ted Nugent,1324.4507007026743
Mary Wells,1297.3068276793922
The Smiths,1293.274686400392
Sly & Robbie,1290.2937388543837
Portishead,1288.7280865075093
Guitar Slim,1284.5667138011522
The Jackson 5,1284.4731632112403
Coldplay,1283.874927644093
? & the Mysterians,1281.4234471957402
Loretta Lynn,1281.0510837688792
Naked Raygun,1274.6280698425255
dith Piaf,1274.3241312439036
Gene Chandler,1273.887563565702
Rod Stewart,1273.7672190938772
Venom,1271.392938076982
Blondie,1238.2033504483795
Pixies,1234.891806950161
Nico,1231.2409262453853
Dinosaur Jr.,1225.9597608788827
Carl Smith,1224.6765525884073
"Crosby, Stills & Nash",1223.1800389949108
The Cure,1217.0113151087937
Conway Twitty,1215.1055268066973
Wanda Jackson,1209.3599170804016
Tim Buckley,1199.2330203408662
Georgie Fame,1198.2761076963402
Mississippi Fred McDowell,1191.2924775622166
Misfits,1184.3466014387734
Stephen Sondheim,1182.1488313555544
Elf,1166.437174292147
Quincy Jones,1165.4616344145174
Marty Robbins,1155.8075819159535
The Wailers,1153.7533129867047
Eric Clapton,1152.073421524098
Little Anthony & the Imperials,1145.2877665876192
Janis Joplin,1142.444734523086
Paul McCartney,1141.3538524689957
Elvin Jones,1140.4346077242033
Nirvana,1138.5225196916558
Bay City Rollers,1137.0474452616572
The Staple Singers,1136.526164951935
Crystal Gayle,1135.7531722810315
The Replacements,1133.4674395586844
Roky Erickson,1133.2179557507664
The Skatalites,1123.1901114409802
Poco,1121.4347545170526
Tab Hunter,1120.5046357544395
Lee Hazlewood,1120.1403954254804
Jerry Byrd,1107.1578140744673
Genesis,1102.2660149205226
The Godz,1097.9459827754447
Circle Jerks,1094.283454003387
Billy Strayhorn,1093.7569115897063
Gary Numan,1092.3694752113286
Blue yster Cult,1091.4501443555898
Gerry & the Pacemakers,1074.9341287302848
Sparks,1073.6507297674798
Percy Sledge,1063.24218316013
Sam the Sham & the Pharaohs,1062.0282057142963
Teddy Pendergrass,1061.5995897146377
Charles Mingus,1055.5765094248075
The Fall,1046.6059091739469
Gene Pitney,1042.9638907254994
Jackson C. Frank,1042.5056438130623
Junior Murvin,1040.9405949824431
Jerry Butler,1038.8020006138336
Jim & Jesse,1038.7202964325375
Mountain,1036.3313319761614
1910 Fruitgum Company,1034.5223872884078
Pentagram,1030.3151186217654
Tammi Terrell,1027.9702101848086
Tammy Wynette,1025.6013448968042
Toots & the Maytals,1024.7116449538432
Donna Summer,1023.2270638799089
Jimmy Witherspoon,1013.3181553954433
Richard Marx,1011.4953089866743
The Penguins,1009.4336497363659
Budgie,1008.9862768417497
Public Image Ltd.,1005.2667998893753
Eddie Floyd,999.9684769467494
Dolly Parton,988.5150550557455
Meat Puppets,986.5273719000232
Bruce Springsteen,983.4317113838812
Nazareth,980.0789237966376
Tina Turner,979.6125537862986
Herman's Hermits,971.7205529252035
Chrome,968.96840664161
Chaka Khan,964.6324981833473
Minnie Riperton,962.6092024402911
In Flames,960.065301855908
Joey Dee,956.5097704092914
Chet Baker,955.6119473684282
Van Halen,944.5981877167973
Madonna,942.2326828452838
Billy Ward & the Dominoes,941.8026994717397
Slayer,939.426862686918
The Clean,937.0408823828296
Kraftwerk,935.816616574595
James Burton,934.66918006396
Bad Company,932.7023091155947
Suicidal Tendencies,930.7359615528552
UFO,929.1138784309728
The Bobby Fuller Four,927.5220357184409
New Order,926.780755392156
The Rascals,921.3745177634527
Echo & the Bunnymen,920.8119323542296
Rita Marley,918.0032751649986
Prince Far I,913.0938637287849
The Remains,911.2072022042651
James Taylor,906.8473368949547
Luther Vandross,904.901757988665
Brooks & Dunn,899.4743204091498
The Rivieras,897.0387598248889
Pat Benatar,896.4039158678295
Death,892.4377060274556
Randy Newman,886.161634391794
Roy Eldridge,886.0404467342435
Archie Bell & the Drells,883.8381041078594
The Highway Q.C.'s,879.2970261939377
The Turtles,878.9581513625305
Randy Travis,878.2320517419118
Bobby Darin,876.6828366644382
Charlie Feathers,876.1146633044312
Waylon Jennings,874.1532080849568
X-Ray Spex,869.2759627086393
The Ravens,868.8885656975345
Jim Reeves,868.7019438675425
Gary Glitter,864.4227177342767
The Raincoats,864.2324957519148
Ronnie Hawkins,862.8735887677497
Todd Rundgren,860.8934627642643
Johnnie Taylor,858.8833359653817
Tangerine Dream,857.2810752285948
Throbbing Gristle,856.9809267986628
Nick Lowe,855.2818224475329
Ohio Players,854.9226279648452
Gil Evans,850.5836675054505
Ben Webster,848.8818983453486
Peter Tosh,848.1937677056767
Morrissey,846.6026206006635
The Fleetwoods,845.9665389315727
Floyd Cramer,844.3746962190406
Perry Como,838.2027481098984
Hoyt Axton,837.6190420779593
Israel Vibration,837.6163772689872
Liberace,836.9070442535829
Mariah Carey,836.1701171422662
Prince Buster,834.4381075728138
The Soft Boys,833.9236080875792
Patti LaBelle,832.945317290031
The Dillards,830.5818241800101
John Holt,830.0699895037476
Tom Waits,829.9924448888743
Beat Happening,822.1705611522691
Jan Garbarek,820.494890266561
"Earth, Wind & Fire",816.6976964774203
James Gang,815.1566906087953
Emmylou Harris,814.0018027666246
War,813.2138626224244
Don Byas,811.8841132479307
Leonard Bernstein,806.2742885077201
Bad Religion,804.8616030873997
Nick Cave,803.5075448955922
Garth Brooks,802.6239562890408
The Jesus and Mary Chain,801.8414318737313
Bobby Charles,801.5268767875946
Argent,790.1565439113406
Harold Arlen,787.4788476814492
Ennio Morricone,786.2412144657811
Spike Jones,785.0000559458748
Bootsy Collins,783.3632218705256
Spirit,783.363135759579
Doris Troy,781.2058706069588
Saxon,778.778001826238
Big Brother & the Holding Company,777.7542463627663
NRBQ,776.299123979717
Burl Ives,775.0498423619086
U2,774.745164939719
Magazine,774.4634715209975
Bud Powell,772.6532478485935
Glen Campbell,771.3547094527419
Barry White,766.3516613156694
Descendents,763.8969986530359
Roberta Flack,763.6289737229608
Joe Liggins,761.9150080094804
"Clarence ""Gatemouth"" Brown",760.8109570112168
Scorpions,759.3116924978017
Derek & the Dominos,758.52650327352
Anvil,755.9913728542014
Eagles,755.5118338996889
Ultravox,754.1075483605466
D.O.A.,752.971201640533
Red Hot Chili Peppers,751.6857048052889
The New Lost City Ramblers,749.3210600941833
The Action,743.589075305627
John Abercrombie,743.2085452299566
Ian Tyson,741.5657795625709
Peggy Lee,741.4251154394655
The Tokens,739.0842369070779
Desmond Dekker,738.5215653869082
Ben E. King,737.7549608356909
Ronnie Self,728.7720779205054
Jane's Addiction,727.4975412140287
Graham Central Station,724.0102608315952
Keith Richards,716.7050180035711
Kate Bush,715.5474653524283
Lou Rawls,714.2126013302574
The Champs,710.624256756582
The Cars,708.5906291002177
The Searchers,708.2794344305719
Dan Fogelberg,706.9691554749076
The Psychedelic Furs,706.2938926981959
Brenda Lee,706.2053018436088
Richie Havens,705.0825800613343
Robert Wyatt,701.5237802894904
Darlene Love,698.9214371686068
The 5th Dimension,698.1257438091237
Booker Little,694.1486599509293
John Fahey,693.7199578403238
The Three Degrees,691.5172280217799
Stan Getz,690.7815966567549
Barney Kessel,690.4573191538822
Rufus,689.6306526082067
Jay McShann,689.5925975163132
Del Shannon,689.1883255598619
Petula Clark,688.7592362570966
Marianne Faithfull,688.7141587833329
Michel Legrand,688.5665644360294
Johnny Thunders & the Heartbreakers,688.1996592980983
Tony Bennett,686.1991275323858
Bobby Day,685.1685279556625
Man,684.697807706571
Nancy Wilson,682.7969117477395
The Slits,676.4432519462973
Sandie Shaw,674.5297965398646
George Russell,672.012014368999
Charley Pride,671.9142844748073
Nick Drake,671.4910842040392
The Red Krayola,666.3857767237331
The Runaways,665.5229567736316
Carpenters,663.6630891310245
The Dictators,662.3660652304803
Lee Dorsey,655.8969345815915
Joe South,655.3982688495023
The Mamas & the Papas,654.5489877261936
John Barry,652.4076424376655
Little Jimmy Dickens,652.05618386072
Sonny Boy Williamson I,650.7082370053221
Peter Gabriel,650.6151597185166
Fear,649.8003395814569
Rush,645.03297809267
Vangelis,644.7059496698787
Santana,643.7654128830106
Karen Dalton,640.0403479798525
James Carr,637.9902583548836
Howard Tate,637.1541461757483
Steely Dan,636.0501812884312
Lynyrd Skynyrd,635.3802481296636
Herbie Hancock,632.1429749407739
Eddie & the Hot Rods,630.5189226174383
William Bell,628.5677993112721
Patti Page,625.5222626000518
The Undertones,625.1539290777598
Don Williams,621.2735166120153
New Kids on the Block,620.5748203698818
Linda Ronstadt,619.6308370555762
Orange Juice,619.3574825075572
George Clinton,618.8346877025273
Sonny Stitt,616.6520570523551
Don Omar,612.4213347811669
Johnny Mathis,610.8541820977914
Butthole Surfers,606.0661806235407
Liza Minnelli,605.9729068169049
The Incredible String Band,605.6340319854978
Serge Gainsbourg,605.2452927009786
Fugazi,604.4798397508459
Andy Williams,602.0362417783626
Jan & Dean,599.9847237690328
Brian Wilson,599.2694120552883
Status Quo,597.7847448704075
Ozzy Osbourne,597.3024549959764
The Cramps,595.1693189162969
The Heartbeats,595.0216384580467
Mahavishnu Orchestra,593.1460231732408
Long John Baldry,590.6803142708933
King Sunny Ade,589.7211067000145
Bill Evans,589.3110753734198
Marilyn Monroe,587.8250856529816
Bobby Hackett,583.966986683657
Atomic Rooster,583.6003826269392
Harry James,580.7592582965987
Tommy Roe,576.7130540026463
Roger McGuinn,575.7538464317676
Bauhaus,575.3224795121902
Daniel Johnston,575.0015624258084
Larry Williams,573.7464705528037
Lorraine Ellison,566.3422614059768
Cabaret Voltaire,565.7769250768351
Giorgio Moroder,564.9434777066718
The Paul Butterfield Blues Band,563.9143065143095
10cc,563.8072170976047
Yes,561.063151351874
ABBA,560.9237662134191
Television Personalities,560.1384908781909
King Tubby,552.4581337033869
"Lambert, Hendricks & Ross",551.2841190836397
The Durutti Column,550.0275140027477
Suzi Quatro,549.5155932155385
The Teardrop Explodes,548.6795671473498
Jackson Browne,547.9292523428436
The Delta Rhythm Boys,546.8620260585878
Rainbow,546.0104673184669
Sonny Landreth,544.2015226307135
808 State,544.1808400852101
Depeche Mode,543.8888583040876
Angel Witch,543.827017780506
Bill Withers,543.6415159195159
Mercyful Fate,542.1575443421541
Commodores,542.0201284051524
Wes Montgomery,541.3112909220401
ZZ Top,541.1573084550508
Tennessee Ernie Ford,538.7734095828029
Ahmad Jamal,538.4504546154878
Melvins,535.8492630956888
Stephen Stills,534.7122207681563
Devo,533.9297824637932
Ralph Stanley,533.2476527516473
Hubert Sumlin,532.5976693615409
The Left Banke,531.8823576477963
The Residents,531.0703745416018
Connie Francis,530.1161267060479
Cocteau Twins,529.484033668907
Stevie Nicks,527.1899620758574
Labelle,527.1605033849725
Jeff Lynne,524.8959765937542
Mickey Gilley,522.7655053230467
Johnny Thunders,519.9865651575404
Joe Maphis,516.7693050260757
Quicksilver Messenger Service,516.6447812499713
Ramsey Lewis,516.2292480835395
The Lettermen,515.1224461653571
The Five Keys,513.3698401613481
Anthrax,512.9018708321752
Wizzard,510.6017740136626
The Spencer Davis Group,507.2867839880064
Terry Reid,506.39708404504546
Yellow Magic Orchestra,506.01930488929355
Fats Navarro,504.5010629980123
Ann Peebles,501.62439293831443
Dead Boys,501.3804970811803
Whitney Houston,499.1249186572369
Kenny Rogers,498.3253227767503
Otis Clay,496.94783111952097
The Chi-Lites,495.15251136950707
Alton Ellis,492.79681502567604
My Bloody Valentine,491.6294538468508
The Gun Club,490.16607870404573
Joe Williams,488.859762794974
Dexter Gordon,487.1625601313114
Judy Collins,486.7564725983392
Ornette Coleman,485.5479969923428
Joe Brown,485.1996329765687
The Fugs,478.73325324759855
Joe Simon,477.9638977764623
DNA,475.63064507579185
Jimmy Page,474.29792247696713
Pat Boone,473.00356338539495
Bette Midler,472.74383377511526
Grace Slick,471.9344293669463
June Christy,470.4412518920036
Bachman-Turner Overdrive,470.31587888344797
George Strait,469.755958283197
Montrose,469.0215197918758
Squeeze,468.56602379935754
Lou Christie,467.67348682553137
Toots Thielemans,467.311541422925
The Beau Brummels,466.32829089005213
Colin Blunstone,466.2183644424822
Bunny Wailer,462.79362019114905
Horace Silver,462.1664007783864
Lloyd Price,461.9465478832464
The Pointer Sisters,459.96100615087056
Frank Black,458.50924418431225
Mel Tillis,456.8226992807834
The Chieftains,455.7027284184277
Bill Doggett,455.09831554304816
XTC,454.59876353111054
Diamond Head,454.05799354958884
Allen Toussaint,452.94237292598547
Canned Heat,452.3314858199737
The Modern Jazz Quartet,451.591675150669
Mick Jagger,450.87636343692446
Eric Burdon,449.74276763682934
Peggy Seeger,449.5147916437872
The Blues Project,449.47207789778236
The Guess Who,448.4484085452572
Teena Marie,447.20772332845723
Anti-Nowhere League,443.67632693509853
Jean Shepard,442.63833703731507
The Bonzo Dog Band,441.140500908261
The Paragons,439.8729356986017
The Exploited,437.8798803648959
Betty Wright,436.303261908937
Diana Krall,434.64260717600615
Massive Attack,433.02947242139857
The Five Satins,432.22987654091196
Nina Hagen,431.5119000181954
Paul Westerberg,429.7626544306773
Erroll Garner,428.7824316009991
7 Seconds,427.8492851351911
The New Christy Minstrels,427.8190447258408
The Wailers,427.65828143436374
Jimmy Smith,427.5402318888916
Lesley Gore,427.38759169531676
Al Bowlly,427.3763304853361
Wynona Carr,426.72959105611153
Charlie Rich,425.9483891763595
The Dubliners,420.43075544310614
Renaissance,419.1631902334468
Rory Gallagher,418.3270780543115
Green Day,417.90732431098087
Eric Dolphy,416.5100102686559
Cannonball Adderley,416.16168980378905
The Police,414.42279484846597
Dead Moon,413.8792739470256
Sebadoh,412.53407801154634
Nancy Sinatra,412.19547996341527
The Young Rascals,412.0160458879276
Jimmy Bryant,411.9530124906421
Warren Zevon,411.82848871453774
"Dave Dee, Dozy, Beaky, Mick & Tich",408.43045223417096
Tommy Collins,408.17568235921595
Cat Power,407.48389620215704
The Outlaws,406.35356872728914
Annie Ross,405.5333764122459
Champion Jack Dupree,404.6183109717331
Jon Lucien,404.3839468590053
Fontella Bass,403.27980974979505
Cock Sparrer,402.5777530911705
Bob Seger,401.9882015781415
The Stone Roses,401.23591757218225
The Only Ones,401.2298062357726
The Specials,397.78093291149884
The Partridge Family,394.894644996448
Bill Justis,393.07482629087383
The Smithereens,392.71128156943377
The Collins Kids,392.56299161461124
Operation Ivy,392.336167222654
The Stranglers,391.2795926518064
Generation X,390.9017273851081
Ronnie Milsap,390.5801146912074
Gladys Knight & the Pips,388.2752551912835
Ferlin Husky,386.54944306918725
Angelic Upstarts,385.80467266455787
Youssou N'Dour,384.5906952187242
Ace Frehley,384.3494641705621
The Memphis Horns,384.2958764067364
Big Maybelle,383.61201722901615
Lionel Richie,382.677325923238
The Feelies,381.92159538984134
Flamin' Groovies,381.89746631690053
Hawkshaw Hawkins,381.8048881177836
Clark Terry,378.24465996157875
The Association,376.422546329652
Japan,375.7204896710274
Joe Satriani,373.2925347793601
Madness,372.4055857563178
Electric Light Orchestra,371.92054496196806
Cissy Houston,370.00433863561676
The Charlatans,369.6800611327441
Jimmy Buffett,369.30494678596426
Witchfinder General,368.6034996239121
The Easybeats,367.1181368315125
Soundgarden,366.7492199320889
Golden Earring,366.5527143914243
Megadeth,366.3686037454719
KC & the Sunshine Band,364.63668028696605
